date_time,hour,traffic_volume,weather_main,congestion_category,cluster
2012-12-22 12:00:00,12,4300,Clear,High,3
2012-12-22 13:00:00,13,4350,Clear,High,3
2012-12-22 14:00:00,14,4243,Clear,High,3
2012-12-22 15:00:00,15,4332,Clear,High,3
2012-12-22 16:00:00,16,4678,Clear,High,3
2012-12-22 17:00:00,17,4384,Clouds,High,3
2012-12-22 18:00:00,18,3631,Clouds,High,3
2012-12-22 19:00:00,19,3132,Clouds,Medium,3
2012-12-22 20:00:00,20,2694,Clear,Medium,3
2012-12-22 21:00:00,21,2567,Clear,Medium,3
2012-12-22 22:00:00,22,2451,Clear,Medium,3
2012-12-22 23:00:00,23,1693,Clouds,Medium,3
2012-12-23 00:00:00,0,1063,Clear,Low,0
2012-12-23 01:00:00,1,685,Clear,Low,0
2012-12-23 02:00:00,2,577,Clouds,Low,0
2012-12-23 04:00:00,4,261,Clouds,Low,0
2012-12-23 05:00:00,5,401,Mist,Low,0
2012-12-23 06:00:00,6,660,Clouds,Low,0
2012-12-23 07:00:00,7,895,Clouds,Low,0
2012-12-23 08:00:00,8,1417,Clouds,Medium,0
2012-12-23 09:00:00,9,2288,Clouds,Medium,3
2012-12-23 10:00:00,10,2955,Clouds,Medium,3
2012-12-23 11:00:00,11,3397,Clouds,Medium,3
2012-12-23 12:00:00,12,3324,Clouds,Medium,3
2012-12-23 13:00:00,13,3459,Clouds,High,3
2012-12-23 14:00:00,14,3292,Clear,Medium,3
2012-12-23 15:00:00,15,3838,Clear,High,3
2012-12-23 16:00:00,16,4039,Clear,High,3
2012-12-23 17:00:00,17,3474,Clear,High,3
2012-12-23 18:00:00,18,3071,Clear,Medium,3
2012-12-23 19:00:00,19,2537,Clear,Medium,3
2012-12-23 20:00:00,20,2254,Clear,Medium,3
2012-12-23 21:00:00,21,2099,Clear,Medium,3
2012-12-23 22:00:00,22,1847,Clear,Medium,3
2012-12-23 23:00:00,23,1198,Snow,Low,1
2012-12-24 00:00:00,0,664,Clouds,Low,0
2012-12-24 01:00:00,1,401,Clouds,Low,0
2012-12-24 02:00:00,2,330,Clouds,Low,0
2012-12-24 03:00:00,3,250,Clouds,Low,0
2012-12-24 04:00:00,4,430,Clouds,Low,0
2012-12-24 05:00:00,5,998,Clouds,Low,0
2012-12-24 06:00:00,6,1940,Clouds,Medium,0
2012-12-24 07:00:00,7,2440,Clouds,Medium,3
2012-12-24 08:00:00,8,2174,Clouds,Medium,3
2012-12-24 09:00:00,9,2521,Clouds,Medium,3
2012-12-24 10:00:00,10,3008,Clouds,Medium,3
2012-12-24 11:00:00,11,3559,Clear,High,3
2012-12-24 12:00:00,12,3997,Clouds,High,3
2012-12-24 13:00:00,13,3821,Clouds,High,3
2012-12-24 14:00:00,14,4048,Clouds,High,3
2012-12-24 15:00:00,15,4032,Clouds,High,3
2012-12-24 16:00:00,16,3759,Clouds,High,3
2012-12-24 17:00:00,17,3099,Clouds,Medium,3
2012-12-24 18:00:00,18,2536,Clouds,Medium,3
2012-12-24 19:00:00,19,1972,Clouds,Medium,3
2012-12-24 20:00:00,20,2212,Clouds,Medium,3
2012-12-24 21:00:00,21,2463,Clouds,Medium,3
2012-12-24 22:00:00,22,2240,Clouds,Medium,3
2012-12-24 23:00:00,23,1542,Clouds,Medium,3
2012-12-25 00:00:00,0,803,Clouds,Low,0
2012-12-25 01:00:00,1,575,Clouds,Low,0
2012-12-25 02:00:00,2,352,Clouds,Low,0
2012-12-25 03:00:00,3,191,Clouds,Low,0
2012-12-25 04:00:00,4,125,Snow,Low,0
2012-12-25 05:00:00,5,208,Snow,Low,0
2012-12-25 06:00:00,6,432,Snow,Low,1
2012-12-25 07:00:00,7,478,Snow,Low,1
2012-12-25 08:00:00,8,642,Snow,Low,1
2012-12-25 09:00:00,9,1138,Snow,Low,1
2012-12-25 10:00:00,10,1787,Clouds,Medium,3
2012-12-25 11:00:00,11,2314,Clouds,Medium,3
2012-12-25 12:00:00,12,2549,Clouds,Medium,3
2012-12-25 13:00:00,13,2724,Clouds,Medium,3
2012-12-25 14:00:00,14,2739,Clear,Medium,3
2012-12-25 15:00:00,15,2788,Clear,Medium,3
2012-12-25 16:00:00,16,2938,Clear,Medium,3
2012-12-25 17:00:00,17,2934,Clear,Medium,3
2012-12-25 18:00:00,18,2944,Clear,Medium,3
2012-12-25 19:00:00,19,2941,Clear,Medium,3
2012-12-25 20:00:00,20,2795,Clear,Medium,3
2012-12-25 21:00:00,21,2370,Clear,Medium,3
2012-12-25 22:00:00,22,1758,Clear,Medium,3
2012-12-25 23:00:00,23,1079,Clear,Low,3
2012-12-26 00:00:00,0,539,Clear,Low,0
2012-12-26 01:00:00,1,285,Clear,Low,0
2012-12-26 02:00:00,2,252,Clear,Low,0
2012-12-26 03:00:00,3,275,Clear,Low,0
2012-12-26 04:00:00,4,558,Clear,Low,0
2012-12-26 05:00:00,5,1880,Clear,Medium,0
2012-12-26 06:00:00,6,3922,Clear,High,3
2012-12-26 07:00:00,7,4087,Clear,High,3
2012-12-26 08:00:00,8,3745,Clouds,High,3
2012-12-26 09:00:00,9,3577,Clouds,High,3
2012-12-26 10:00:00,10,3708,Clouds,High,3
2012-12-26 11:00:00,11,4209,Clear,High,3
2012-12-26 12:00:00,12,4422,Clouds,High,3
2012-12-26 13:00:00,13,4699,Clear,High,3
2012-12-26 14:00:00,14,4935,Clear,High,3
2012-12-26 15:00:00,15,5203,Clear,Severe,3
2012-12-26 16:00:00,16,5489,Clouds,Severe,3
2012-12-26 17:00:00,17,5036,Clouds,Severe,3
2012-12-26 18:00:00,18,3838,Clouds,High,3
2012-12-26 19:00:00,19,2796,Clouds,Medium,3
2012-12-26 20:00:00,20,2327,Clouds,Medium,3
2012-12-26 21:00:00,21,2010,Clouds,Medium,3
2012-12-26 22:00:00,22,1856,Clouds,Medium,3
2012-12-26 23:00:00,23,1139,Clouds,Low,3
2012-12-27 00:00:00,0,686,Clouds,Low,0
2012-12-27 01:00:00,1,418,Clouds,Low,0
2012-12-27 02:00:00,2,301,Clouds,Low,0
2012-12-27 03:00:00,3,303,Clouds,Low,0
2012-12-27 04:00:00,4,625,Clouds,Low,0
2012-12-27 05:00:00,5,2085,Clouds,Medium,0
2012-12-27 06:00:00,6,4313,Clouds,High,3
2012-12-27 07:00:00,7,4795,Clouds,High,3
2012-12-27 08:00:00,8,4285,Clouds,High,3
2012-12-27 09:00:00,9,4181,Clouds,High,3
2012-12-27 10:00:00,10,4177,Clouds,High,3
2012-12-27 11:00:00,11,4434,Clear,High,3
2012-12-27 12:00:00,12,4791,Clouds,High,3
2012-12-27 13:00:00,13,4920,Clouds,High,3
2012-12-27 14:00:00,14,5212,Clouds,Severe,3
2012-12-27 15:00:00,15,5352,Clouds,Severe,3
2012-12-27 16:00:00,16,5652,Clear,Severe,3
2012-12-27 17:00:00,17,4654,Clear,High,3
2012-12-27 18:00:00,18,3629,Clear,High,3
2012-12-27 19:00:00,19,2651,Clear,Medium,3
2012-12-27 20:00:00,20,2387,Clear,Medium,3
2012-12-27 21:00:00,21,2134,Clouds,Medium,3
2012-12-27 22:00:00,22,1971,Clouds,Medium,3
2012-12-27 23:00:00,23,1182,Clouds,Low,3
2012-12-28 00:00:00,0,652,Clouds,Low,0
2012-12-28 01:00:00,1,452,Clouds,Low,0
2012-12-28 02:00:00,2,346,Clouds,Low,0
2012-12-28 03:00:00,3,394,Clouds,Low,0
2012-12-28 04:00:00,4,633,Clouds,Low,0
2012-12-28 05:00:00,5,1887,Clouds,Medium,0
2012-12-28 06:00:00,6,3913,Clouds,High,3
2012-12-28 07:00:00,7,4353,Clouds,High,3
2012-12-28 08:00:00,8,3848,Clouds,High,3
2012-12-28 09:00:00,9,3860,Clouds,High,3
2012-12-28 10:00:00,10,3795,Clouds,High,3
2012-12-28 11:00:00,11,4471,Clouds,High,3
2012-12-28 13:00:00,13,4860,Clouds,High,3
2012-12-28 14:00:00,14,5262,Clouds,Severe,3
2012-12-28 15:00:00,15,5372,Snow,Severe,1
2012-12-28 16:00:00,16,5441,Snow,Severe,1
2012-12-28 17:00:00,17,4760,Snow,High,1
2012-12-28 18:00:00,18,4134,Snow,High,1
2012-12-28 19:00:00,19,3138,Snow,Medium,1
2012-12-28 20:00:00,20,2637,Snow,Medium,1
2012-12-28 21:00:00,21,2614,Snow,Medium,1
2012-12-28 22:00:00,22,2335,Snow,Medium,1
2012-12-28 23:00:00,23,1646,Snow,Medium,1
2012-12-29 00:00:00,0,1003,Snow,Low,0
2012-12-29 01:00:00,1,670,Snow,Low,0
2012-12-29 02:00:00,2,503,Snow,Low,0
2012-12-29 03:00:00,3,357,Snow,Low,0
2012-12-29 04:00:00,4,399,Snow,Low,0
2012-12-29 05:00:00,5,619,Snow,Low,1
2012-12-29 06:00:00,6,1018,Snow,Low,1
2012-12-29 07:00:00,7,1280,Snow,Medium,1
2012-12-29 08:00:00,8,1774,Snow,Medium,1
2012-12-29 09:00:00,9,2565,Snow,Medium,1
2012-12-29 10:00:00,10,3055,Snow,Medium,1
2012-12-29 11:00:00,11,3583,Snow,High,1
2012-12-29 12:00:00,12,3910,Snow,High,1
2012-12-29 13:00:00,13,4093,Snow,High,1
2012-12-29 14:00:00,14,4240,Snow,High,1
2012-12-29 15:00:00,15,4325,Snow,High,1
2012-12-29 16:00:00,16,4357,Snow,High,1
2012-12-29 17:00:00,17,4522,Snow,High,1
2012-12-29 18:00:00,18,4732,Snow,High,1
2012-12-29 19:00:00,19,2859,Snow,Medium,1
2012-12-29 20:00:00,20,2647,Snow,Medium,1
2012-12-29 21:00:00,21,2429,Snow,Medium,1
2012-12-29 22:00:00,22,2657,Mist,Medium,3
2012-12-29 23:00:00,23,2419,Mist,Medium,3
2012-12-30 00:00:00,0,1195,Clouds,Low,0
2012-12-30 01:00:00,1,752,Clouds,Low,0
2012-12-30 02:00:00,2,586,Snow,Low,0
2012-12-30 03:00:00,3,356,Snow,Low,0
2012-12-30 04:00:00,4,270,Snow,Low,0
2012-12-30 05:00:00,5,415,Snow,Low,1
2012-12-30 06:00:00,6,651,Clouds,Low,0
2012-12-30 08:00:00,8,1337,Snow,Medium,1
2012-12-30 09:00:00,9,1997,Clouds,Medium,3
2012-12-30 10:00:00,10,2930,Snow,Medium,1
2012-12-30 11:00:00,11,3508,Snow,High,1
2012-12-30 12:00:00,12,3951,Snow,High,1
2012-12-30 13:00:00,13,4644,Snow,High,1
2012-12-30 14:00:00,14,4524,Snow,High,1
2012-12-30 15:00:00,15,3717,Snow,High,1
2012-12-30 16:00:00,16,3206,Snow,Medium,1
2012-12-30 17:00:00,17,2933,Clouds,Medium,3
2012-12-30 18:00:00,18,2615,Clouds,Medium,3
2012-12-30 19:00:00,19,3059,Clear,Medium,3
2012-12-30 20:00:00,20,2277,Clear,Medium,3
2012-12-30 21:00:00,21,1880,Mist,Medium,3
2012-12-30 22:00:00,22,1717,Haze,Medium,3
2012-12-30 23:00:00,23,1126,Clear,Low,3
2012-12-31 01:00:00,1,374,Clouds,Low,0
2012-12-31 02:00:00,2,341,Clouds,Low,0
2012-12-31 03:00:00,3,295,Mist,Low,0
2012-12-31 04:00:00,4,483,Mist,Low,0
2012-12-31 05:00:00,5,1421,Mist,Medium,0
2012-12-31 06:00:00,6,3092,Haze,Medium,3
2012-12-31 07:00:00,7,3733,Mist,High,3
2012-12-31 08:00:00,8,3382,Haze,Medium,3
2012-12-31 09:00:00,9,3453,Mist,High,3
2012-12-31 10:00:00,10,3540,Mist,High,3
2012-12-31 11:00:00,11,4234,Clouds,High,3
2012-12-31 12:00:00,12,4737,Haze,High,3
2012-12-31 13:00:00,13,4599,Clouds,High,3
2012-12-31 14:00:00,14,4836,Clouds,High,3
2012-12-31 15:00:00,15,4976,Clouds,Severe,3
2012-12-31 16:00:00,16,4965,Clear,Severe,3
2012-12-31 17:00:00,17,4419,Clear,High,3
2012-12-31 18:00:00,18,3707,Clouds,High,3
2012-12-31 19:00:00,19,3294,Clouds,Medium,3
2012-12-31 20:00:00,20,2888,Clouds,Medium,3
2012-12-31 21:00:00,21,2588,Clouds,Medium,3
2012-12-31 22:00:00,22,2293,Mist,Medium,3
2012-12-31 23:00:00,23,1596,Clouds,Medium,3
2013-01-01 00:00:00,0,1439,Clouds,Medium,0
2013-01-01 01:00:00,1,1502,Clouds,Medium,0
2013-01-01 02:00:00,2,933,Snow,Low,0
2013-01-01 03:00:00,3,576,Clouds,Low,0
2013-01-01 04:00:00,4,372,Clouds,Low,0
2013-01-01 05:00:00,5,419,Snow,Low,1
2013-01-01 06:00:00,6,640,Clouds,Low,0
2013-01-01 07:00:00,7,745,Clear,Low,0
2013-01-01 08:00:00,8,939,Clouds,Low,0
2013-01-01 09:00:00,9,1243,Clouds,Low,0
2013-01-01 10:00:00,10,1747,Clear,Medium,3
2013-01-01 11:00:00,11,2291,Clouds,Medium,3
2013-01-01 12:00:00,12,2588,Clouds,Medium,3
2013-01-01 13:00:00,13,2927,Clouds,Medium,3
2013-01-01 14:00:00,14,3012,Clouds,Medium,3
2013-01-01 15:00:00,15,3121,Clear,Medium,3
2013-01-01 16:00:00,16,2864,Clouds,Medium,3
2013-01-01 17:00:00,17,2606,Clouds,Medium,3
2013-01-01 18:00:00,18,2298,Clear,Medium,3
2013-01-01 19:00:00,19,2154,Clear,Medium,3
2013-01-01 20:00:00,20,1732,Clear,Medium,3
2013-01-01 21:00:00,21,1589,Clear,Medium,3
2013-01-01 22:00:00,22,1235,Clear,Low,3
2013-01-01 23:00:00,23,845,Clear,Low,3
2013-01-02 00:00:00,0,437,Clear,Low,0
2013-01-02 01:00:00,1,295,Clear,Low,0
2013-01-02 02:00:00,2,243,Mist,Low,0
2013-01-02 03:00:00,3,293,Clear,Low,0
2013-01-02 04:00:00,4,717,Clear,Low,0
2013-01-02 05:00:00,5,2353,Clear,Medium,3
2013-01-02 06:00:00,6,5366,Clear,Severe,3
2013-01-02 07:00:00,7,5829,Clear,Severe,3
2013-01-02 08:00:00,8,5110,Clouds,Severe,3
2013-01-02 09:00:00,9,4417,Haze,High,3
2013-01-02 10:00:00,10,3892,Haze,High,3
2013-01-02 11:00:00,11,4100,Snow,High,1
2013-01-02 12:00:00,12,4383,Clouds,High,3
2013-01-02 13:00:00,13,4370,Clouds,High,3
2013-01-02 14:00:00,14,4661,Snow,High,1
2013-01-02 15:00:00,15,4836,Snow,High,1
2013-01-02 16:00:00,16,5597,Snow,Severe,1
2013-01-02 17:00:00,17,5191,Snow,Severe,1
2013-01-02 18:00:00,18,3756,Snow,High,1
2013-01-02 19:00:00,19,2687,Clouds,Medium,3
2013-01-02 20:00:00,20,2240,Clouds,Medium,3
2013-01-02 21:00:00,21,1828,Clouds,Medium,3
2013-01-02 22:00:00,22,1424,Clouds,Medium,3
2013-01-02 23:00:00,23,952,Clouds,Low,3
2013-01-03 01:00:00,1,349,Clouds,Low,0
2013-01-03 02:00:00,2,276,Clouds,Low,0
2013-01-03 04:00:00,4,729,Clouds,Low,0
2013-01-03 05:00:00,5,2383,Clouds,Medium,0
2013-01-03 06:00:00,6,5390,Clouds,Severe,3
2013-01-03 07:00:00,7,6431,Clouds,Severe,3
2013-01-03 09:00:00,9,4768,Snow,High,1
2013-01-03 10:00:00,10,4002,Snow,High,1
2013-01-03 11:00:00,11,4280,Snow,High,1
2013-01-03 12:00:00,12,4540,Snow,High,1
2013-01-03 13:00:00,13,4729,Snow,High,1
2013-01-03 14:00:00,14,4944,Snow,High,1
2013-01-03 15:00:00,15,5297,Snow,Severe,1
2013-01-03 16:00:00,16,6142,Snow,Severe,1
2013-01-03 17:00:00,17,5782,Mist,Severe,3
2013-01-03 18:00:00,18,4129,Haze,High,3
2013-01-03 19:00:00,19,2925,Snow,Medium,1
2013-01-03 20:00:00,20,2453,Snow,Medium,1
2013-01-03 21:00:00,21,2046,Snow,Medium,1
2013-01-03 22:00:00,22,1550,Snow,Medium,1
2013-01-03 23:00:00,23,1079,Snow,Low,1
2013-01-04 00:00:00,0,604,Snow,Low,0
2013-01-04 01:00:00,1,353,Snow,Low,0
2013-01-04 02:00:00,2,301,Snow,Low,0
2013-01-04 03:00:00,3,326,Snow,Low,0
2013-01-04 04:00:00,4,675,Haze,Low,0
2013-01-04 05:00:00,5,2195,Haze,Medium,0
2013-01-04 06:00:00,6,5263,Snow,Severe,1
2013-01-04 07:00:00,7,6380,Snow,Severe,1
2013-01-04 08:00:00,8,5761,Snow,Severe,1
2013-01-04 09:00:00,9,4844,Snow,High,1
2013-01-04 10:00:00,10,4327,Snow,High,1
2013-01-04 11:00:00,11,4787,Snow,High,1
2013-01-04 12:00:00,12,4880,Snow,High,1
2013-01-04 13:00:00,13,5026,Clear,Severe,3
2013-01-04 14:00:00,14,5315,Clear,Severe,3
2013-01-04 15:00:00,15,5636,Clear,Severe,3
2013-01-04 16:00:00,16,6256,Clear,Severe,3
2013-01-04 17:00:00,17,5900,Clear,Severe,3
2013-01-04 18:00:00,18,4353,Clear,High,3
2013-01-04 19:00:00,19,3135,Clear,Medium,3
2013-01-04 20:00:00,20,2674,Clear,Medium,3
2013-01-04 21:00:00,21,2463,Clear,Medium,3
2013-01-04 22:00:00,22,2064,Clear,Medium,3
2013-01-04 23:00:00,23,1517,Clear,Medium,3
2013-01-05 04:00:00,4,375,Clear,Low,0
2013-01-05 05:00:00,5,652,Clear,Low,0
2013-01-05 07:00:00,7,1597,Clear,Medium,0
2013-01-05 08:00:00,8,2339,Clear,Medium,3
2013-01-05 09:00:00,9,3177,Clear,Medium,3
2013-01-05 10:00:00,10,3482,Clear,High,3
2013-01-05 11:00:00,11,3813,Clear,High,3
2013-01-05 12:00:00,12,4406,Clear,High,3
2013-01-05 13:00:00,13,4191,Clear,High,3
2013-01-05 14:00:00,14,4296,Clear,High,3
2013-01-05 15:00:00,15,4387,Clear,High,3
2013-01-05 16:00:00,16,4273,Clouds,High,3
2013-01-05 17:00:00,17,4230,Clouds,High,3
2013-01-05 18:00:00,18,3781,Clouds,High,3
2013-01-05 19:00:00,19,2342,Clouds,Medium,3
2013-01-05 20:00:00,20,1933,Clear,Medium,3
2013-01-05 21:00:00,21,1873,Clear,Medium,3
2013-01-05 22:00:00,22,2502,Clouds,Medium,3
2013-01-05 23:00:00,23,1602,Clear,Medium,3
2013-01-06 00:00:00,0,951,Clear,Low,0
2013-01-06 01:00:00,1,608,Clear,Low,0
2013-01-06 02:00:00,2,507,Mist,Low,0
2013-01-06 03:00:00,3,318,Clear,Low,0
2013-01-06 04:00:00,4,256,Mist,Low,0
2013-01-06 05:00:00,5,406,Mist,Low,0
2013-01-06 06:00:00,6,709,Mist,Low,0
2013-01-06 07:00:00,7,927,Mist,Low,0
2013-01-06 08:00:00,8,1478,Mist,Medium,0
2013-01-06 09:00:00,9,2304,Mist,Medium,3
2013-01-06 10:00:00,10,2897,Haze,Medium,3
2013-01-06 11:00:00,11,3190,Haze,Medium,3
2013-01-06 12:00:00,12,3441,Haze,High,3
2013-01-06 13:00:00,13,3840,Haze,High,3
2013-01-06 14:00:00,14,4074,Haze,High,3
2013-01-06 15:00:00,15,4037,Haze,High,3
2013-01-06 16:00:00,16,3969,Haze,High,3
2013-01-06 17:00:00,17,3762,Clear,High,3
2013-01-06 18:00:00,18,3062,Clouds,Medium,3
2013-01-06 19:00:00,19,2512,Clouds,Medium,3
2013-01-06 20:00:00,20,2087,Clouds,Medium,3
2013-01-06 21:00:00,21,1669,Haze,Medium,3
2013-01-06 22:00:00,22,1384,Haze,Medium,3
2013-01-06 23:00:00,23,853,Haze,Low,3
2013-01-07 00:00:00,0,442,Haze,Low,0
2013-01-07 01:00:00,1,312,Haze,Low,0
2013-01-07 02:00:00,2,248,Clear,Low,0
2013-01-07 03:00:00,3,278,Clouds,Low,0
2013-01-07 04:00:00,4,754,Clouds,Low,0
2013-01-07 05:00:00,5,2398,Clouds,Medium,0
2013-01-07 06:00:00,6,5522,Clouds,Severe,3
2013-01-07 07:00:00,7,6681,Clouds,Severe,3
2013-01-07 08:00:00,8,5839,Clear,Severe,3
2013-01-07 09:00:00,9,4709,Clear,High,3
2013-01-07 10:00:00,10,4131,Clear,High,3
2013-01-07 11:00:00,11,4294,Clear,High,3
2013-01-07 12:00:00,12,4410,Clouds,High,3
2013-01-07 13:00:00,13,4642,Clouds,High,3
2013-01-07 14:00:00,14,5105,Clouds,Severe,3
2013-01-07 15:00:00,15,5494,Clouds,Severe,3
2013-01-07 16:00:00,16,6231,Clouds,Severe,3
2013-01-07 17:00:00,17,5717,Clouds,Severe,3
2013-01-07 18:00:00,18,4169,Clouds,High,3
2013-01-07 19:00:00,19,2752,Clouds,Medium,3
2013-01-07 20:00:00,20,2229,Clouds,Medium,3
2013-01-07 21:00:00,21,1894,Clouds,Medium,3
2013-01-07 22:00:00,22,1440,Clouds,Medium,3
2013-01-07 23:00:00,23,961,Clouds,Low,3
2013-01-08 00:00:00,0,489,Clouds,Low,0
2013-01-08 01:00:00,1,333,Clouds,Low,0
2013-01-08 02:00:00,2,230,Clouds,Low,0
2013-01-08 03:00:00,3,314,Clouds,Low,0
2013-01-08 04:00:00,4,758,Clouds,Low,0
2013-01-08 05:00:00,5,2432,Clouds,Medium,0
2013-01-08 06:00:00,6,5674,Clouds,Severe,3
2013-01-08 07:00:00,7,6771,Clouds,Severe,3
2013-01-08 08:00:00,8,6094,Clouds,Severe,3
2013-01-08 09:00:00,9,4964,Clouds,Severe,3
2013-01-08 10:00:00,10,4357,Clouds,High,3
2013-01-08 11:00:00,11,4432,Clouds,High,3
2013-01-08 12:00:00,12,4589,Clouds,High,3
2013-01-08 13:00:00,13,4858,Clouds,High,3
2013-01-08 16:00:00,16,6486,Clouds,Severe,3
2013-01-08 17:00:00,17,6271,Clouds,Severe,3
2013-01-08 18:00:00,18,4677,Clouds,High,3
2013-01-08 19:00:00,19,2805,Clouds,Medium,3
2013-01-08 20:00:00,20,2528,Clouds,Medium,3
2013-01-08 21:00:00,21,2278,Clouds,Medium,3
2013-01-08 22:00:00,22,1733,Clouds,Medium,3
2013-01-08 23:00:00,23,945,Mist,Low,3
2013-01-09 00:00:00,0,531,Mist,Low,0
2013-01-09 01:00:00,1,357,Mist,Low,0
2013-01-09 02:00:00,2,271,Mist,Low,0
2013-01-09 04:00:00,4,773,Fog,Low,0
2013-01-09 05:00:00,5,2456,Mist,Medium,0
2013-01-09 07:00:00,7,6852,Mist,Severe,3
2013-01-09 08:00:00,8,6234,Mist,Severe,3
2013-01-09 09:00:00,9,5061,Mist,Severe,3
2013-01-09 10:00:00,10,4243,Mist,High,3
2013-01-09 11:00:00,11,4677,Haze,High,3
2013-01-09 12:00:00,12,4753,Clouds,High,3
2013-01-09 13:00:00,13,4780,Clouds,High,3
2013-01-09 14:00:00,14,5217,Clouds,Severe,3
2013-01-09 15:00:00,15,5447,Clouds,Severe,3
2013-01-09 16:00:00,16,6394,Clouds,Severe,3
2013-01-09 17:00:00,17,6139,Clouds,Severe,3
2013-01-09 18:00:00,18,4465,Clouds,High,3
2013-01-09 19:00:00,19,2952,Clouds,Medium,3
2013-01-09 20:00:00,20,2603,Clouds,Medium,3
2013-01-10 03:00:00,3,314,Clouds,Low,0
2013-01-10 04:00:00,4,754,Clear,Low,0
2013-01-10 12:00:00,12,4902,Clear,High,3
2013-01-10 17:00:00,17,5886,Clouds,Severe,3
2013-01-10 18:00:00,18,4322,Clouds,High,3
2013-01-10 19:00:00,19,2857,Clouds,Medium,3
2013-01-10 20:00:00,20,2474,Clear,Medium,3
2013-01-10 21:00:00,21,2365,Clear,Medium,3
2013-01-10 23:00:00,23,1070,Clear,Low,3
2013-01-11 00:00:00,0,557,Clear,Low,0
2013-01-11 01:00:00,1,334,Clear,Low,0
2013-01-11 02:00:00,2,308,Clear,Low,0
2013-01-11 03:00:00,3,322,Clouds,Low,0
2013-01-11 04:00:00,4,723,Clouds,Low,0
2013-01-11 05:00:00,5,2367,Clear,Medium,0
2013-01-11 06:00:00,6,5163,Clear,Severe,3
2013-01-11 07:00:00,7,6029,Clouds,Severe,3
2013-01-11 08:00:00,8,5751,Clouds,Severe,3
2013-01-11 09:00:00,9,4847,Clouds,High,3
2013-01-11 10:00:00,10,4367,Clouds,High,3
2013-01-11 11:00:00,11,4786,Clouds,High,3
2013-01-11 13:00:00,13,4885,Clouds,High,3
2013-01-11 14:00:00,14,5387,Clouds,Severe,3
2013-01-11 17:00:00,17,5668,Rain,Severe,1
2013-01-11 18:00:00,18,4476,Rain,High,1
2013-01-11 19:00:00,19,3433,Rain,High,1
2013-01-11 20:00:00,20,2711,Rain,Medium,1
2013-01-11 21:00:00,21,2511,Rain,Medium,1
2013-01-11 22:00:00,22,2143,Rain,Medium,1
2013-01-11 23:00:00,23,1629,Rain,Medium,1
2013-01-12 00:00:00,0,1043,Rain,Low,0
2013-01-12 01:00:00,1,682,Rain,Low,0
2013-01-12 02:00:00,2,518,Mist,Low,0
2013-01-12 03:00:00,3,353,Mist,Low,0
2013-01-12 04:00:00,4,382,Mist,Low,0
2013-01-12 05:00:00,5,644,Fog,Low,0
2013-01-12 06:00:00,6,1142,Drizzle,Low,0
2013-01-12 07:00:00,7,1696,Drizzle,Medium,0
2013-01-12 08:00:00,8,2624,Mist,Medium,0
2013-01-12 09:00:00,9,3377,Mist,Medium,3
2013-01-12 10:00:00,10,3600,Mist,High,3
2013-01-12 11:00:00,11,4017,Drizzle,High,1
2013-01-12 12:00:00,12,4538,Drizzle,High,1
2013-01-12 13:00:00,13,4556,Drizzle,High,1
2013-01-12 14:00:00,14,4547,Drizzle,High,1
2013-01-12 15:00:00,15,4557,Drizzle,High,1
2013-01-12 16:00:00,16,4338,Drizzle,High,1
2013-01-12 17:00:00,17,4170,Drizzle,High,1
2013-01-12 18:00:00,18,3789,Rain,High,1
2013-01-12 19:00:00,19,2627,Drizzle,Medium,1
2013-01-12 20:00:00,20,2352,Drizzle,Medium,1
2013-01-12 21:00:00,21,2304,Drizzle,Medium,1
2013-01-12 22:00:00,22,2101,Rain,Medium,1
2013-01-12 23:00:00,23,1807,Mist,Medium,3
2013-01-13 00:00:00,0,1049,Clouds,Low,0
2013-01-13 01:00:00,1,681,Snow,Low,0
2013-01-13 03:00:00,3,306,Snow,Low,0
2013-01-13 04:00:00,4,199,Snow,Low,0
2013-01-13 05:00:00,5,422,Snow,Low,1
2013-01-13 06:00:00,6,686,Snow,Low,1
2013-01-13 07:00:00,7,951,Snow,Low,1
2013-01-13 08:00:00,8,1444,Snow,Medium,1
2013-01-13 10:00:00,10,2983,Snow,Medium,1
2013-01-13 11:00:00,11,3498,Clouds,High,3
2013-01-13 13:00:00,13,3907,Clouds,High,3
2013-01-13 14:00:00,14,3644,Snow,High,1
2013-01-13 16:00:00,16,3687,Clouds,High,3
2013-01-13 17:00:00,17,3400,Clouds,Medium,3
2013-01-13 19:00:00,19,2363,Clouds,Medium,3
2013-01-13 20:00:00,20,1943,Clouds,Medium,3
2013-01-13 21:00:00,21,1718,Haze,Medium,3
2013-01-13 22:00:00,22,1274,Clouds,Medium,3
2013-01-13 23:00:00,23,785,Clouds,Low,3
2013-01-14 00:00:00,0,429,Clouds,Low,0
2013-01-14 01:00:00,1,265,Clouds,Low,0
2013-01-14 02:00:00,2,222,Clear,Low,0
2013-01-14 03:00:00,3,281,Clear,Low,0
2013-01-14 04:00:00,4,735,Clouds,Low,0
2013-01-14 05:00:00,5,2368,Clouds,Medium,3
2013-01-14 06:00:00,6,5427,Clouds,Severe,3
2013-01-14 07:00:00,7,6579,Clouds,Severe,3
2013-01-14 08:00:00,8,5908,Clouds,Severe,3
2013-01-14 09:00:00,9,4673,Snow,High,1
2013-01-14 10:00:00,10,3943,Snow,High,1
2013-01-14 11:00:00,11,4217,Snow,High,1
