holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Date,Year,Month,MonthName,Hour,DayOfWeek,IsWeekend,TempCelsius,TrafficCategory,IsHoliday
None,266.46,0.0,0.0,40,Clouds,scattered clouds,2014-03-25 20:00:00,2808,2014-03-25,2014,3,Mar,20,Tuesday,False,-6.69,Low,False
None,265.18,0.0,0.0,20,Clouds,few clouds,2014-03-25 21:00:00,2303,2014-03-25,2014,3,Mar,21,Tuesday,False,-7.97,Low,False
None,263.59,0.0,0.0,1,Clear,sky is clear,2014-03-25 22:00:00,1824,2014-03-25,2014,3,Mar,22,Tuesday,False,-9.56,Low,False
None,262.79,0.0,0.0,1,Clear,sky is clear,2014-03-25 23:00:00,1037,2014-03-25,2014,3,Mar,23,Tuesday,False,-10.36,Low,False
None,262.17,0.0,0.0,1,Clear,sky is clear,2014-03-26 00:00:00,535,2014-03-26,2014,3,Mar,0,Wednesday,False,-10.98,Low,False
None,261.77,0.0,0.0,1,Clear,sky is clear,2014-03-26 01:00:00,327,2014-03-26,2014,3,Mar,1,Wednesday,False,-11.38,Low,False
None,261.51,0.0,0.0,1,Clear,sky is clear,2014-03-26 02:00:00,240,2014-03-26,2014,3,Mar,2,Wednesday,False,-11.64,Low,False
None,261.57,0.0,0.0,1,Clear,sky is clear,2014-03-26 03:00:00,367,2014-03-26,2014,3,Mar,3,Wednesday,False,-11.58,Low,False
None,261.79,0.0,0.0,1,Clear,sky is clear,2014-03-26 04:00:00,843,2014-03-26,2014,3,Mar,4,Wednesday,False,-11.36,Low,False
None,261.86,0.0,0.0,1,Clear,sky is clear,2014-03-26 05:00:00,2686,2014-03-26,2014,3,Mar,5,Wednesday,False,-11.29,Low,False
None,262.67,0.0,0.0,75,Clouds,broken clouds,2014-03-26 06:00:00,5705,2014-03-26,2014,3,Mar,6,Wednesday,False,-10.48,High,False
None,263.87,0.0,0.0,75,Clouds,broken clouds,2014-03-26 07:00:00,6641,2014-03-26,2014,3,Mar,7,Wednesday,False,-9.28,High,False
None,265.15,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 08:00:00,5909,2014-03-26,2014,3,Mar,8,Wednesday,False,-8.0,High,False
None,266.58,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 09:00:00,4926,2014-03-26,2014,3,Mar,9,Wednesday,False,-6.57,Medium,False
None,267.6,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 10:00:00,4397,2014-03-26,2014,3,Mar,10,Wednesday,False,-5.55,Low,False
None,270.31,0.0,0.0,75,Clouds,broken clouds,2014-03-26 11:00:00,4681,2014-03-26,2014,3,Mar,11,Wednesday,False,-2.84,Medium,False
None,272.9,0.0,0.0,75,Clouds,broken clouds,2014-03-26 12:00:00,5007,2014-03-26,2014,3,Mar,12,Wednesday,False,-0.25,Medium,False
None,274.18,0.0,0.0,75,Clouds,broken clouds,2014-03-26 13:00:00,4857,2014-03-26,2014,3,Mar,13,Wednesday,False,1.03,Medium,False
None,275.71,0.0,0.0,75,Clouds,broken clouds,2014-03-26 14:00:00,5384,2014-03-26,2014,3,Mar,14,Wednesday,False,2.56,Medium,False
None,276.36,0.0,0.0,75,Clouds,broken clouds,2014-03-26 15:00:00,5901,2014-03-26,2014,3,Mar,15,Wednesday,False,3.21,High,False
None,276.84,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 16:00:00,6470,2014-03-26,2014,3,Mar,16,Wednesday,False,3.69,High,False
None,277.34,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 17:00:00,6299,2014-03-26,2014,3,Mar,17,Wednesday,False,4.19,High,False
None,277.41,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 18:00:00,4715,2014-03-26,2014,3,Mar,18,Wednesday,False,4.26,Medium,False
None,276.82,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 19:00:00,3245,2014-03-26,2014,3,Mar,19,Wednesday,False,3.67,Low,False
None,276.32,0.0,0.0,75,Clouds,broken clouds,2014-03-26 20:00:00,3192,2014-03-26,2014,3,Mar,20,Wednesday,False,3.17,Low,False
None,276.03,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 21:00:00,4486,2014-03-26,2014,3,Mar,21,Wednesday,False,2.88,Low,False
None,276.58,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 22:00:00,2168,2014-03-26,2014,3,Mar,22,Wednesday,False,3.43,Low,False
None,277.07,0.0,0.0,90,Clouds,overcast clouds,2014-03-26 23:00:00,1298,2014-03-26,2014,3,Mar,23,Wednesday,False,3.92,Low,False
None,277.37,0.0,0.0,90,Clouds,overcast clouds,2014-03-27 00:00:00,696,2014-03-27,2014,3,Mar,0,Thursday,False,4.22,Low,False
None,277.54,0.0,0.0,90,Clouds,overcast clouds,2014-03-27 01:00:00,342,2014-03-27,2014,3,Mar,1,Thursday,False,4.39,Low,False
None,277.35,0.0,0.0,90,Clouds,overcast clouds,2014-03-27 02:00:00,237,2014-03-27,2014,3,Mar,2,Thursday,False,4.2,Low,False
None,277.06,0.0,0.0,90,Clouds,overcast clouds,2014-03-27 03:00:00,339,2014-03-27,2014,3,Mar,3,Thursday,False,3.91,Low,False
None,276.72,0.0,0.0,90,Clouds,overcast clouds,2014-03-27 04:00:00,834,2014-03-27,2014,3,Mar,4,Thursday,False,3.57,Low,False
None,276.67,0.25,0.0,90,Rain,light rain,2014-03-27 05:00:00,2693,2014-03-27,2014,3,Mar,5,Thursday,False,3.52,Low,False
None,276.7,0.25,0.0,90,Rain,light rain,2014-03-27 06:00:00,5217,2014-03-27,2014,3,Mar,6,Thursday,False,3.55,Medium,False
None,276.58,0.25,0.0,90,Rain,light rain,2014-03-27 07:00:00,6218,2014-03-27,2014,3,Mar,7,Thursday,False,3.43,High,False
None,276.45,0.25,0.0,90,Rain,light rain,2014-03-27 08:00:00,5646,2014-03-27,2014,3,Mar,8,Thursday,False,3.3,High,False
None,276.45,0.26,0.0,90,Rain,light rain,2014-03-27 09:00:00,5480,2014-03-27,2014,3,Mar,9,Thursday,False,3.3,Medium,False
None,276.39,0.28,0.0,90,Rain,light rain,2014-03-27 10:00:00,4360,2014-03-27,2014,3,Mar,10,Thursday,False,3.24,Low,False
None,276.47,0.28,0.0,90,Rain,light rain,2014-03-27 11:00:00,4656,2014-03-27,2014,3,Mar,11,Thursday,False,3.32,Medium,False
None,276.47,0.44,0.0,90,Rain,light rain,2014-03-27 12:00:00,5092,2014-03-27,2014,3,Mar,12,Thursday,False,3.32,Medium,False
None,276.43,0.94,0.0,90,Rain,light rain,2014-03-27 13:00:00,5078,2014-03-27,2014,3,Mar,13,Thursday,False,3.28,Medium,False
None,276.36,2.05,0.0,90,Rain,moderate rain,2014-03-27 14:00:00,5295,2014-03-27,2014,3,Mar,14,Thursday,False,3.21,Medium,False
None,275.8,1.87,0.0,90,Rain,moderate rain,2014-03-27 15:00:00,5713,2014-03-27,2014,3,Mar,15,Thursday,False,2.65,High,False
None,274.57,1.14,0.0,90,Rain,moderate rain,2014-03-27 16:00:00,6060,2014-03-27,2014,3,Mar,16,Thursday,False,1.42,High,False
None,273.95,0.59,0.0,90,Rain,light rain,2014-03-27 17:00:00,5661,2014-03-27,2014,3,Mar,17,Thursday,False,0.8,High,False
None,273.89,0.52,0.0,90,Rain,light rain,2014-03-27 18:00:00,4491,2014-03-27,2014,3,Mar,18,Thursday,False,0.74,Low,False
None,273.85,0.71,0.0,90,Rain,light rain,2014-03-27 19:00:00,3020,2014-03-27,2014,3,Mar,19,Thursday,False,0.7,Low,False
None,273.51,0.36,0.0,90,Rain,light rain,2014-03-27 20:00:00,2712,2014-03-27,2014,3,Mar,20,Thursday,False,0.36,Low,False
None,273.28,0.32,0.0,90,Rain,light rain,2014-03-27 21:00:00,2497,2014-03-27,2014,3,Mar,21,Thursday,False,0.13,Low,False
None,272.87,0.25,0.0,90,Rain,light rain,2014-03-27 22:00:00,1925,2014-03-27,2014,3,Mar,22,Thursday,False,-0.28,Low,False
None,272.68,0.25,0.0,90,Rain,light rain,2014-03-27 23:00:00,1074,2014-03-27,2014,3,Mar,23,Thursday,False,-0.47,Low,False
None,272.52,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 00:00:00,582,2014-03-28,2014,3,Mar,0,Friday,False,-0.63,Low,False
None,272.46,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 01:00:00,376,2014-03-28,2014,3,Mar,1,Friday,False,-0.69,Low,False
None,272.39,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 02:00:00,286,2014-03-28,2014,3,Mar,2,Friday,False,-0.76,Low,False
None,272.32,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 03:00:00,429,2014-03-28,2014,3,Mar,3,Friday,False,-0.83,Low,False
None,272.02,0.3,0.0,90,Rain,light rain,2014-03-28 04:00:00,799,2014-03-28,2014,3,Mar,4,Friday,False,-1.13,Low,False
None,271.8,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 05:00:00,2532,2014-03-28,2014,3,Mar,5,Friday,False,-1.35,Low,False
None,271.24,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 06:00:00,5471,2014-03-28,2014,3,Mar,6,Friday,False,-1.91,Medium,False
None,270.41,0.0,0.0,40,Clouds,scattered clouds,2014-03-28 07:00:00,6342,2014-03-28,2014,3,Mar,7,Friday,False,-2.74,High,False
None,270.28,0.0,0.0,75,Clouds,broken clouds,2014-03-28 08:00:00,5889,2014-03-28,2014,3,Mar,8,Friday,False,-2.87,High,False
None,270.9,0.25,0.0,40,Rain,light rain,2014-03-28 09:00:00,5116,2014-03-28,2014,3,Mar,9,Friday,False,-2.25,Medium,False
None,272.11,0.44,0.0,20,Rain,light rain,2014-03-28 10:00:00,4774,2014-03-28,2014,3,Mar,10,Friday,False,-1.04,Medium,False
None,273.27,0.58,0.0,20,Rain,light rain,2014-03-28 11:00:00,5146,2014-03-28,2014,3,Mar,11,Friday,False,0.12,Medium,False
None,274.46,0.68,0.0,75,Rain,light rain,2014-03-28 12:00:00,5638,2014-03-28,2014,3,Mar,12,Friday,False,1.31,High,False
None,275.01,0.6,0.0,75,Rain,light rain,2014-03-28 13:00:00,5777,2014-03-28,2014,3,Mar,13,Friday,False,1.86,High,False
None,275.5,0.36,0.0,75,Rain,light rain,2014-03-28 14:00:00,5674,2014-03-28,2014,3,Mar,14,Friday,False,2.35,High,False
None,275.55,0.25,0.0,90,Rain,light rain,2014-03-28 15:00:00,6172,2014-03-28,2014,3,Mar,15,Friday,False,2.4,High,False
None,275.64,0.25,0.0,90,Rain,light rain,2014-03-28 16:00:00,6421,2014-03-28,2014,3,Mar,16,Friday,False,2.49,High,False
None,274.98,0.25,0.0,90,Rain,light rain,2014-03-28 17:00:00,5974,2014-03-28,2014,3,Mar,17,Friday,False,1.83,High,False
None,274.52,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 18:00:00,4869,2014-03-28,2014,3,Mar,18,Friday,False,1.37,Medium,False
None,274.27,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 19:00:00,3645,2014-03-28,2014,3,Mar,19,Friday,False,1.12,Low,False
None,273.45,0.0,0.0,90,Clouds,overcast clouds,2014-03-28 20:00:00,2859,2014-03-28,2014,3,Mar,20,Friday,False,0.3,Low,False
None,272.52,0.25,0.0,90,Rain,light rain,2014-03-28 21:00:00,2786,2014-03-28,2014,3,Mar,21,Friday,False,-0.63,Low,False
None,271.28,0.25,0.0,40,Rain,light rain,2014-03-28 22:00:00,2584,2014-03-28,2014,3,Mar,22,Friday,False,-1.87,Low,False
None,270.6,0.0,0.0,1,Clear,sky is clear,2014-03-28 23:00:00,1661,2014-03-28,2014,3,Mar,23,Friday,False,-2.55,Low,False
None,269.72,0.0,0.0,1,Clear,sky is clear,2014-03-29 00:00:00,1074,2014-03-29,2014,3,Mar,0,Saturday,True,-3.43,Low,False
None,269.19,0.0,0.0,20,Clouds,few clouds,2014-03-29 01:00:00,644,2014-03-29,2014,3,Mar,1,Saturday,True,-3.96,Low,False
None,268.68,0.0,0.0,1,Clear,sky is clear,2014-03-29 02:00:00,561,2014-03-29,2014,3,Mar,2,Saturday,True,-4.47,Low,False
None,267.96,0.0,0.0,1,Clear,sky is clear,2014-03-29 03:00:00,386,2014-03-29,2014,3,Mar,3,Saturday,True,-5.19,Low,False
None,267.37,0.0,0.0,1,Clear,sky is clear,2014-03-29 04:00:00,372,2014-03-29,2014,3,Mar,4,Saturday,True,-5.78,Low,False
None,266.88,0.0,0.0,1,Clear,sky is clear,2014-03-29 05:00:00,701,2014-03-29,2014,3,Mar,5,Saturday,True,-6.27,Low,False
None,266.19,0.0,0.0,1,Clear,sky is clear,2014-03-29 06:00:00,1300,2014-03-29,2014,3,Mar,6,Saturday,True,-6.96,Low,False
None,265.84,0.0,0.0,20,Clouds,few clouds,2014-03-29 07:00:00,2084,2014-03-29,2014,3,Mar,7,Saturday,True,-7.31,Low,False
None,267.75,0.0,0.0,1,Clear,sky is clear,2014-03-29 08:00:00,3057,2014-03-29,2014,3,Mar,8,Saturday,True,-5.4,Low,False
None,270.65,0.0,0.0,1,Clear,sky is clear,2014-03-29 09:00:00,4140,2014-03-29,2014,3,Mar,9,Saturday,True,-2.5,Low,False
None,273.59,0.0,0.0,1,Clear,sky is clear,2014-03-29 10:00:00,4112,2014-03-29,2014,3,Mar,10,Saturday,True,0.44,Low,False
None,275.53,0.25,0.0,1,Rain,light rain,2014-03-29 11:00:00,4579,2014-03-29,2014,3,Mar,11,Saturday,True,2.38,Medium,False
None,276.46,0.25,0.0,1,Rain,light rain,2014-03-29 12:00:00,4917,2014-03-29,2014,3,Mar,12,Saturday,True,3.31,Medium,False
None,277.17,0.25,0.0,1,Rain,light rain,2014-03-29 13:00:00,5225,2014-03-29,2014,3,Mar,13,Saturday,True,4.02,Medium,False
None,278.04,0.0,0.0,20,Clouds,few clouds,2014-03-29 14:00:00,5114,2014-03-29,2014,3,Mar,14,Saturday,True,4.89,Medium,False
None,278.55,0.0,0.0,20,Clouds,few clouds,2014-03-29 15:00:00,4780,2014-03-29,2014,3,Mar,15,Saturday,True,5.4,Medium,False
None,279.19,0.0,0.0,20,Clouds,few clouds,2014-03-29 16:00:00,4815,2014-03-29,2014,3,Mar,16,Saturday,True,6.04,Medium,False
None,279.12,0.0,0.0,20,Clouds,few clouds,2014-03-29 17:00:00,4665,2014-03-29,2014,3,Mar,17,Saturday,True,5.97,Medium,False
None,278.74,0.0,0.0,20,Clouds,few clouds,2014-03-29 18:00:00,4283,2014-03-29,2014,3,Mar,18,Saturday,True,5.59,Low,False
None,277.82,0.0,0.0,20,Clouds,few clouds,2014-03-29 19:00:00,3956,2014-03-29,2014,3,Mar,19,Saturday,True,4.67,Low,False
None,276.41,0.0,0.0,40,Clouds,scattered clouds,2014-03-29 20:00:00,2970,2014-03-29,2014,3,Mar,20,Saturday,True,3.26,Low,False
None,275.86,0.0,0.0,40,Clouds,scattered clouds,2014-03-29 21:00:00,2877,2014-03-29,2014,3,Mar,21,Saturday,True,2.71,Low,False
None,275.6,0.0,0.0,40,Clouds,scattered clouds,2014-03-29 22:00:00,3008,2014-03-29,2014,3,Mar,22,Saturday,True,2.45,Low,False
None,275.33,0.0,0.0,20,Clouds,few clouds,2014-03-29 23:00:00,2507,2014-03-29,2014,3,Mar,23,Saturday,True,2.18,Low,False
None,275.17,0.0,0.0,1,Clear,sky is clear,2014-03-30 00:00:00,1472,2014-03-30,2014,3,Mar,0,Sunday,True,2.02,Low,False
None,275.35,0.0,0.0,1,Clear,sky is clear,2014-03-30 01:00:00,748,2014-03-30,2014,3,Mar,1,Sunday,True,2.2,Low,False
None,275.78,0.0,0.0,20,Clouds,few clouds,2014-03-30 02:00:00,579,2014-03-30,2014,3,Mar,2,Sunday,True,2.63,Low,False
None,276.27,0.0,0.0,75,Clouds,broken clouds,2014-03-30 03:00:00,350,2014-03-30,2014,3,Mar,3,Sunday,True,3.12,Low,False
None,276.81,0.0,0.0,40,Clouds,scattered clouds,2014-03-30 04:00:00,292,2014-03-30,2014,3,Mar,4,Sunday,True,3.66,Low,False
None,276.96,0.0,0.0,75,Clouds,broken clouds,2014-03-30 05:00:00,496,2014-03-30,2014,3,Mar,5,Sunday,True,3.81,Low,False
None,276.92,0.0,0.0,40,Clouds,scattered clouds,2014-03-30 06:00:00,834,2014-03-30,2014,3,Mar,6,Sunday,True,3.77,Low,False
None,276.61,0.0,0.0,20,Clouds,few clouds,2014-03-30 07:00:00,1158,2014-03-30,2014,3,Mar,7,Sunday,True,3.46,Low,False
None,277.54,0.0,0.0,40,Clouds,scattered clouds,2014-03-30 08:00:00,1799,2014-03-30,2014,3,Mar,8,Sunday,True,4.39,Low,False
None,278.83,0.0,0.0,20,Clouds,few clouds,2014-03-30 09:00:00,2727,2014-03-30,2014,3,Mar,9,Sunday,True,5.68,Low,False
None,280.11,0.0,0.0,20,Clouds,few clouds,2014-03-30 10:00:00,3532,2014-03-30,2014,3,Mar,10,Sunday,True,6.96,Low,False
None,281.6,0.0,0.0,20,Clouds,few clouds,2014-03-30 11:00:00,3794,2014-03-30,2014,3,Mar,11,Sunday,True,8.45,Low,False
None,283.41,0.0,0.0,40,Clouds,scattered clouds,2014-03-30 12:00:00,4301,2014-03-30,2014,3,Mar,12,Sunday,True,10.26,Low,False
None,284.65,0.0,0.0,40,Clouds,scattered clouds,2014-03-30 13:00:00,4652,2014-03-30,2014,3,Mar,13,Sunday,True,11.5,Medium,False
None,285.62,0.0,0.0,75,Clouds,broken clouds,2014-03-30 14:00:00,4503,2014-03-30,2014,3,Mar,14,Sunday,True,12.47,Medium,False
None,286.27,0.0,0.0,75,Clouds,broken clouds,2014-03-30 15:00:00,4198,2014-03-30,2014,3,Mar,15,Sunday,True,13.12,Low,False
None,287.12,0.0,0.0,75,Clouds,broken clouds,2014-03-30 16:00:00,4341,2014-03-30,2014,3,Mar,16,Sunday,True,13.97,Low,False
None,287.27,0.0,0.0,75,Clouds,broken clouds,2014-03-30 17:00:00,3915,2014-03-30,2014,3,Mar,17,Sunday,True,14.12,Low,False
None,286.78,0.0,0.0,75,Clouds,broken clouds,2014-03-30 18:00:00,3518,2014-03-30,2014,3,Mar,18,Sunday,True,13.63,Low,False
None,285.05,0.0,0.0,90,Clouds,overcast clouds,2014-03-30 19:00:00,3018,2014-03-30,2014,3,Mar,19,Sunday,True,11.9,Low,False
None,283.57,0.0,0.0,90,Clouds,overcast clouds,2014-03-30 20:00:00,2692,2014-03-30,2014,3,Mar,20,Sunday,True,10.42,Low,False
None,282.69,0.0,0.0,75,Clouds,broken clouds,2014-03-30 21:00:00,3476,2014-03-30,2014,3,Mar,21,Sunday,True,9.54,Low,False
None,281.71,0.0,0.0,75,Clouds,broken clouds,2014-03-30 22:00:00,1849,2014-03-30,2014,3,Mar,22,Sunday,True,8.56,Low,False
None,281.19,0.0,0.0,75,Clouds,broken clouds,2014-03-30 23:00:00,997,2014-03-30,2014,3,Mar,23,Sunday,True,8.04,Low,False
None,280.9,0.0,0.0,40,Clouds,scattered clouds,2014-03-31 00:00:00,582,2014-03-31,2014,3,Mar,0,Monday,False,7.75,Low,False
None,280.93,0.0,0.0,75,Clouds,broken clouds,2014-03-31 01:00:00,365,2014-03-31,2014,3,Mar,1,Monday,False,7.78,Low,False
None,280.73,0.0,0.0,75,Clouds,broken clouds,2014-03-31 02:00:00,359,2014-03-31,2014,3,Mar,2,Monday,False,7.58,Low,False
None,280.81,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 03:00:00,364,2014-03-31,2014,3,Mar,3,Monday,False,7.66,Low,False
None,280.83,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 04:00:00,837,2014-03-31,2014,3,Mar,4,Monday,False,7.68,Low,False
None,280.98,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 05:00:00,2613,2014-03-31,2014,3,Mar,5,Monday,False,7.83,Low,False
None,280.95,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 06:00:00,5533,2014-03-31,2014,3,Mar,6,Monday,False,7.8,High,False
None,280.41,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 07:00:00,6318,2014-03-31,2014,3,Mar,7,Monday,False,7.26,High,False
None,280.71,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 08:00:00,5535,2014-03-31,2014,3,Mar,8,Monday,False,7.56,High,False
None,281.11,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 09:00:00,4848,2014-03-31,2014,3,Mar,9,Monday,False,7.96,Medium,False
None,280.7,0.44,0.0,90,Rain,light rain,2014-03-31 10:00:00,4177,2014-03-31,2014,3,Mar,10,Monday,False,7.55,Low,False
None,280.61,0.36,0.0,90,Rain,light rain,2014-03-31 11:00:00,4379,2014-03-31,2014,3,Mar,11,Monday,False,7.46,Low,False
None,280.69,0.25,0.0,90,Rain,light rain,2014-03-31 12:00:00,4731,2014-03-31,2014,3,Mar,12,Monday,False,7.54,Medium,False
None,281.45,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 13:00:00,4816,2014-03-31,2014,3,Mar,13,Monday,False,8.3,Medium,False
None,283.26,0.0,0.0,75,Clouds,broken clouds,2014-03-31 14:00:00,5060,2014-03-31,2014,3,Mar,14,Monday,False,10.11,Medium,False
None,284.39,0.25,0.0,90,Rain,light rain,2014-03-31 15:00:00,5431,2014-03-31,2014,3,Mar,15,Monday,False,11.24,Medium,False
None,284.4,0.25,0.0,90,Rain,light rain,2014-03-31 16:00:00,6121,2014-03-31,2014,3,Mar,16,Monday,False,11.25,High,False
None,284.96,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 17:00:00,5827,2014-03-31,2014,3,Mar,17,Monday,False,11.81,High,False
None,285.83,0.0,0.0,1,Clear,sky is clear,2014-03-31 18:00:00,4188,2014-03-31,2014,3,Mar,18,Monday,False,12.68,Low,False
None,285.82,0.25,0.0,75,Rain,light rain,2014-03-31 19:00:00,3121,2014-03-31,2014,3,Mar,19,Monday,False,12.67,Low,False
None,285.0,0.42,0.0,90,Rain,light rain,2014-03-31 20:00:00,2510,2014-03-31,2014,3,Mar,20,Monday,False,11.85,Low,False
None,282.97,0.68,0.0,90,Rain,light rain,2014-03-31 21:00:00,2111,2014-03-31,2014,3,Mar,21,Monday,False,9.82,Low,False
None,277.4,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 22:00:00,1446,2014-03-31,2014,3,Mar,22,Monday,False,4.25,Low,False
None,274.62,0.0,0.0,90,Clouds,overcast clouds,2014-03-31 23:00:00,1000,2014-03-31,2014,3,Mar,23,Monday,False,1.47,Low,False
None,272.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 00:00:00,544,2014-04-01,2014,4,Apr,0,Tuesday,False,-0.31,Low,False
None,272.32,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 01:00:00,341,2014-04-01,2014,4,Apr,1,Tuesday,False,-0.83,Low,False
None,272.19,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 02:00:00,233,2014-04-01,2014,4,Apr,2,Tuesday,False,-0.96,Low,False
None,271.84,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 03:00:00,381,2014-04-01,2014,4,Apr,3,Tuesday,False,-1.31,Low,False
None,270.75,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 04:00:00,787,2014-04-01,2014,4,Apr,4,Tuesday,False,-2.4,Low,False
None,268.93,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 05:00:00,2577,2014-04-01,2014,4,Apr,5,Tuesday,False,-4.22,Low,False
None,268.06,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 06:00:00,5511,2014-04-01,2014,4,Apr,6,Tuesday,False,-5.09,High,False
None,267.35,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 07:00:00,6310,2014-04-01,2014,4,Apr,7,Tuesday,False,-5.8,High,False
None,266.77,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 08:00:00,5565,2014-04-01,2014,4,Apr,8,Tuesday,False,-6.38,High,False
None,266.67,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 09:00:00,4845,2014-04-01,2014,4,Apr,9,Tuesday,False,-6.48,Medium,False
None,267.14,0.25,0.0,90,Rain,light rain,2014-04-01 10:00:00,4223,2014-04-01,2014,4,Apr,10,Tuesday,False,-6.01,Low,False
None,269.03,0.0,0.0,90,Clouds,overcast clouds,2014-04-01 11:00:00,4578,2014-04-01,2014,4,Apr,11,Tuesday,False,-4.12,Medium,False
None,270.68,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 12:00:00,4760,2014-04-01,2014,4,Apr,12,Tuesday,False,-2.47,Medium,False
None,271.88,0.27,0.0,40,Rain,light rain,2014-04-01 13:00:00,4905,2014-04-01,2014,4,Apr,13,Tuesday,False,-1.27,Medium,False
None,273.03,0.33,0.0,1,Rain,light rain,2014-04-01 14:00:00,5131,2014-04-01,2014,4,Apr,14,Tuesday,False,-0.12,Medium,False
None,274.33,0.25,0.0,20,Rain,light rain,2014-04-01 15:00:00,5579,2014-04-01,2014,4,Apr,15,Tuesday,False,1.18,High,False
None,274.9,0.0,0.0,20,Clouds,few clouds,2014-04-01 16:00:00,6397,2014-04-01,2014,4,Apr,16,Tuesday,False,1.75,High,False
None,275.33,0.0,0.0,20,Clouds,few clouds,2014-04-01 17:00:00,6121,2014-04-01,2014,4,Apr,17,Tuesday,False,2.18,High,False
None,275.27,0.0,0.0,20,Clouds,few clouds,2014-04-01 18:00:00,3912,2014-04-01,2014,4,Apr,18,Tuesday,False,2.12,Low,False
None,274.52,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 19:00:00,3210,2014-04-01,2014,4,Apr,19,Tuesday,False,1.37,Low,False
None,273.44,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 20:00:00,2797,2014-04-01,2014,4,Apr,20,Tuesday,False,0.29,Low,False
None,272.31,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 21:00:00,2407,2014-04-01,2014,4,Apr,21,Tuesday,False,-0.84,Low,False
None,271.51,0.0,0.0,75,Clouds,broken clouds,2014-04-01 22:00:00,1618,2014-04-01,2014,4,Apr,22,Tuesday,False,-1.64,Low,False
None,270.96,0.0,0.0,40,Clouds,scattered clouds,2014-04-01 23:00:00,987,2014-04-01,2014,4,Apr,23,Tuesday,False,-2.19,Low,False
None,270.35,0.0,0.0,40,Clouds,scattered clouds,2014-04-02 00:00:00,564,2014-04-02,2014,4,Apr,0,Wednesday,False,-2.8,Low,False
None,269.78,0.0,0.0,75,Clouds,broken clouds,2014-04-02 01:00:00,316,2014-04-02,2014,4,Apr,1,Wednesday,False,-3.37,Low,False
None,269.37,0.0,0.0,75,Clouds,broken clouds,2014-04-02 02:00:00,269,2014-04-02,2014,4,Apr,2,Wednesday,False,-3.78,Low,False
None,268.55,0.0,0.0,20,Clouds,few clouds,2014-04-02 03:00:00,366,2014-04-02,2014,4,Apr,3,Wednesday,False,-4.6,Low,False
None,267.92,0.0,0.0,1,Clear,sky is clear,2014-04-02 04:00:00,804,2014-04-02,2014,4,Apr,4,Wednesday,False,-5.23,Low,False
None,266.96,0.0,0.0,1,Clear,sky is clear,2014-04-02 05:00:00,2651,2014-04-02,2014,4,Apr,5,Wednesday,False,-6.19,Low,False
None,266.49,0.0,0.0,1,Clear,sky is clear,2014-04-02 06:00:00,5691,2014-04-02,2014,4,Apr,6,Wednesday,False,-6.66,High,False
None,266.27,0.0,0.0,20,Clouds,few clouds,2014-04-02 07:00:00,6505,2014-04-02,2014,4,Apr,7,Wednesday,False,-6.88,High,False
None,267.67,0.0,0.0,20,Clouds,few clouds,2014-04-02 08:00:00,6023,2014-04-02,2014,4,Apr,8,Wednesday,False,-5.48,High,False
